reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A34YZRMB3HRRU2,B007WTAJTO,Ryan Boochard,"[0, 0]",I got this for my 3 year old's Nabi. I can put tons of movies and tv shows on this thing and keep her entertained for hours. For the price it's hard to beat.,5,Great price nice performance,1401062400,5/26/2014,196,0,0
AH9U4IOLADZ4R,B007WTAJTO,Ryan Chaffin,"[0, 0]","This memory card works great with my new GoPro Hero 3 Black. The footage looks incredible, and the filming time allows me to get a solid 45 minutes of action in.",5,Bought for my GoPro,1375228800,7/31/2013,495,0,0
AT94BH5KB83AS,B007WTAJTO,Ryan Lang,"[0, 0]",What can I say it's a SanDisk Ultra 32GB MicroSDHC Class 10/UHS-1 Memory Card Speed Up To 30MB/s With Adapter...LOL It work and is still working well.,5,Works Great!,1398556800,4/27/2014,225,0,0
A1TKY3HMF99RW4,B007WTAJTO,"Ryan Mustard ""mustard""","[0, 0]",Got this to use in my go pro camera.  It works great.  Get the no hassle packaging so you don't have to have scissors to open it.,5,Perfect,1367193600,4/29/2013,588,0,0
AVEICTIENNFPP,B007WTAJTO,Ryan Patrick Larsen,"[0, 0]",I bought the Sandisk Ultra 32gb card for use in my Samsung smart phone.  Worked great for about 3 months.  Now the phone won't recognize the card & neither will my computer.  Just went unreadable one day.  Very disappointed in the reliability of this card.  Will contact Sandisk as it has a lifetime warranty.  Shall see if they'll stand behind their product.,1,Worked for only a few months,1361577600,2/23/2013,653,0,0
A1RC66SHG2VWDR,B007WTAJTO,"Ryan Pomaski ""TechnologyWhore""","[0, 0]","Got the card, took it out of the package, dropped it in my Samsung S4, rebooted and it detected it immediately.  No need to format or anything.  Haven't done any speed tests, but I haven't noticed any sluggishness that would warrant them, either.",4,Works with a Samsung S4,1386979200,12/14/2013,359,0,0
A8Y9GOR79HVAY,B007WTAJTO,Ryan S.,"[0, 0]","I wanted to upgrade my 8gb microsd card for my Samsung Galaxy S3 with more memory. The SanDisk Ultra 64GB Micro Sd XC I class 10 memory Card works perfectly.  Recognizes with 59GBs available blank.  My Mp3s, Mp4s, WMVs, pyvs, etc. all play on demand and without delay or problem.  Amazon shipped it with trouble free packaging ahead of time using their free shipping option (USPS) and I couldn't be more pleased.  I highly recommend this memory card.",5,Great Ext. Memory Card for Samsung Galaxy S3 and other uses I'm certain!,1386633600,10/12/2013,422,0,0
A21UQDMQ0Y5ZES,B007WTAJTO,"Ryan T. Begley ""Ryan""","[0, 0]",Haven't had a problem using these with my Hero3 yet. It comes with the little plastic thing to connect to any sd port.,5,Use it for my GoPro,1387238400,12/17/2013,356,0,0
A3VYPKA47IX616,B007WTAJTO,Ryan Tolp,"[0, 0]","Yep, put this is our gopro & it's fast enough for me. Small for my hands but it'd probably the last few years we have to touch things, before everything is wireless. Meaning wifi transfer in the future= changes for all these type of things.",5,Small fast reliable!,1388966400,6/1/2014,190,0,0
A3VHPC4NQUTLEX,B007WTAJTO,Ryan W. Mccauley,"[0, 0]","Worked as expected in both my Blackberry Z10 and my HP laptop and is plenty fast - writes at around 9.5MB/sec, but reads so far on my PC that I can't get an accurate number for the speed. I gave it four stars because the write speed falls a touch short of the Class 10 rating - it's honestly not enough to be an issue for me, but people who need the speed in a camera might be slightly disappointed. However, the capacity and price more than make up for that in my mind.Also, makes a great store for content in my Blackberry!",4,"Slightly short on speed, but really close and great overall card",1386892800,12/13/2013,360,0,0
A3VOHA1ZOPWK0Z,B007WTAJTO,Saber uddin,"[0, 0]","I use it for my galaxy s4 and this card crashed on me few times, i lost all my photos and music. Thankfully they were all backed up but the worst part is, the card completely stopped working at one point. I had to contact sandisk for a replacement and it was a hassle.",3,The card crashed a few times,1400630400,5/21/2014,201,0,0
AK821DBWBPF5Y,B007WTAJTO,Sadiq Shah Mohamad,"[0, 0]",Works as advertised. This is better for using with the newer products. I have noticed a increase in speed with my Note 2 and Note 8 when compared with previous version of SanDisk micro SD.,5,Great product,1398038400,4/21/2014,231,0,0
A2KN55YK5O1HZO,B007WTAJTO,sadpony,"[0, 0]",I got this to add some room on my Samsung Galaxy S3. It works great. I do not have any complaints.,5,Works with Phone,1367193600,4/29/2013,588,0,0
A2CH2HX82W1KYM,B007WTAJTO,Safet Berisa,"[0, 0]",I use this card in my smartphone and it works great. It's fast and roomy (I got the 16GB version) enough to store all the music and video I need. It was immediately recognized by my Samsung smartphone when I put it in about 6 months ago and I've had no reason to take it out ever since.,5,Great memory card,1358467200,1/18/2013,689,0,0
A3DRTVU4CMKYAZ,B007WTAJTO,"Said Name ""Nope""","[0, 0]","The class is how fast the memory is read.  This is a fast card.  There are faster out there, but they are far more expensive, and not worth that expense, in my opinion.  Does everything perfectly and in a compact package.  SanDisk is a brand name, and trusted by me.  Worth the extra buck, since I've used SanDisk since they made 8MB CF cards&#8230;how far we have come&#8230;",5,"Love it, especially for the price",1387238400,12/17/2013,356,0,0
AQMVGSF0LQDHB,B007WTAJTO,S. Albert,"[0, 0]",I wait for flash media sales to purchase SD card (various sizes).  I got the 64GB size for my GoPro 3+ and it works great.  I see no issues with the speed.  The price/GB was great on these.  Best of all this has been completely reliable for me.  No complaints whatsoever.,5,"Fast, Reliable, Decently Priced",1394755200,3/14/2014,269,0,0
A2K18NB5KZW7Y6,B007WTAJTO,S. Alexander,"[0, 0]",This micro card has been seamless and simple to use.  The phone has not had any problems with this card.,5,32GB Card works well,1386201600,5/12/2013,575,0,0
A267IIIP8ODVIV,B007WTAJTO,sal,"[0, 0]",this item came on time nice works well  they want 12 more words i just dont have then . .,5,good stuff,1353801600,11/25/2012,743,0,0
A2TYY8YPS1X128,B007WTAJTO,Sal,"[0, 0]",Works on my Samsung Galaxy Note II. SanDisk is a product you can trust. Cheapest price I could find. Thanks!,5,MicroSD 64GB,1356652800,12/28/2012,710,0,0
A18MKVZDPEFYDB,B007WTAJTO,Salim C. El-hayek,"[0, 0]",I love the card unfortunately my note 2 does not allow app install on the SD therefore i have not been able to fully test this card,5,microSD,1357171200,3/1/2013,647,0,0
AW6FSC7PQ91CS,B007WTAJTO,Salvador Laya Balbon,"[0, 0]",Already bought this one last may but you can't beat the new price. Original Sandisk products never failed me before. Just be careful where to buy.,5,should have gotten 2,1352937600,11/15/2012,753,0,0
A2MEQHFOK2HZFI,B007WTAJTO,Salvador Pasquier,"[0, 0]",I install it in my new Moto E and works great. It can save a lots of photos and it isn't slow.,5,Excelent microsd card,1403913600,6/28/2014,163,0,0
A1JEIBHP1MQ9S1,B007WTAJTO,"Samantha Brantley ""Skay1977""","[0, 0]",Bought this for my phone so I don't have to constantly transfer pics to my computer. Works great so far!,5,Tons of storage!!,1375747200,6/8/2013,548,0,0
A1GY7SMU4HWHI9,B007WTAJTO,Samantha F. Lance,"[0, 1]","Didnt know it came with an adapter card to make it into a normal micro card, super handy, fits in my tablet perfectly and reads fine.",5,Works,1401580800,1/6/2014,336,0,1
A3IKAENDOBXK8I,B007WTAJTO,Sam Bravern,"[1, 2]","I thought this was a sure winner from the average 4.5+ rating with thousands of reviews.  But if you notice the bad reviews involve the card becoming unreliable after a couple weeks of use. Typically people write reviews shortly after receiving the product.  My card worked fine for 2 weeks and then started having problems.  I re-formatted the card, re-inserted in the phone, removed the battery, every trick I could read about but the card still remained unreliable and the phone was thinking it was being removed at random times.  So I stuck my olders, slower 8GB microSD card in, worked fine.I suspect one or both is happening with this card:(a) Some cards are defective but it takes some usage for them to start failing to where the user notices.(b) For some reason, this brand of card doesn't like certain devices, like my Samsung Galaxy S3My guess is I got a lemon, but I'm not chancing it to getting another one and will just move on to another reputable brand.""You get what you pay for"" may be applicable here.  But a lot of others did have success with this card.  So YMMV.",1,Unreliable in Samsung Galaxy S3,1355961600,12/20/2012,718,1,2
A2J6204NT47JRU,B007WTAJTO,Sam,"[0, 0]","Read the reviews and settled on this card to use in my cell phone.  So far so good.  No problems whatsoever.  Have tons of space to store all my mp3s, photos and videos.  Great read/access speed due to being HC-1 class.  Excellent price as I got this shortly after Black Friday sale.",5,Perfect for Samsung Galaxy s3,1389139200,8/1/2014,129,0,0
A3LQUEB84IR3VO,B007WTAJTO,Sam,"[0, 0]","This actually came with the SD adapter making it a great buy. Lots of memory, MicroSD, SD and cheap. Can't go wrong.",5,Great memory,1380585600,1/10/2013,697,0,0
A1X5HKH8FJMGRS,B007WTAJTO,Sam Hughes,"[0, 1]","works.  its an SD card, what did you want some kind of essay explaining the depths of flash memory.  No, you didn't.  And you've probably heard of sandisk, so you know its probably reliable.  the only reason you're looking at the reviews... *sigh*... why are you looking at the reviews of a microSD card?  seriously...  take a break, get off the computer and go for a walk.  i'm for real.  you know i'm right.",5,works.,1386115200,4/12/2013,605,0,1
A12F8VFXWG11EM,B007WTAJTO,Saminda Nirmal Fonseka,"[0, 0]",I brought this for my wife's Samsung Galaxy S3 phone and it's work perfectly with it. It has a fast read and write speed.,5,Perfect,1380326400,9/28/2013,436,0,0
AAELE7B4LUF1K,B007WTAJTO,"Sammual ""nobodyspecial""","[0, 0]","now, two phones later, and still have never had a problem! dont think, just buy it!Now im just waiting for 128gb chips haha",5,Have had this since my galaxy s2!!!,1392681600,2/18/2014,293,0,0
A2UXF744KP1GQD,B007WTAJTO,sammy,"[0, 0]","SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s, super fast awesome memory card for my Samsung Galaxy Note 2",5,SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s,1356652800,12/28/2012,710,0,0
AS5GFLM8B3G5A,B007WTAJTO,samson,"[0, 0]",it was already formatted and ready to go.  just plug it in and start recording - nothing more to say for a storage device - just want it to work with no hassles.,5,works as advertised,1403136000,6/19/2014,172,0,0
A9DNZ85FMQ4ES,B007WTAJTO,"Sam ""Spamster""","[0, 0]",No issues with this. Formatted the cards I reviewed from Amazon. Put them in the devices and they're running great.,5,Good Card,1379203200,9/15/2013,449,0,0
AGG1FTLEKHZEC,B007WTAJTO,Samsung Fan Boy,"[0, 0]",I like how this micro SD card is formated.My tablet wont read it though.I dont know whats wrong.,5,expandable memory can be tricky.,1377734400,8/29/2013,466,0,0
A3EZ2WD0HSMQMH,B007WTAJTO,Samual Johnson,"[3, 4]",I used it in my Droid Razr Maxx HD and it kept unmounting itself.  Then it became unresponsive and all my data was lost.  Now it isn't recognized by my phone or my laptop.  Dead in the water.,1,Failed right around 3 months of use.,1363132800,3/13/2013,635,3,4
A3H667PT2EOD1M,B007WTAJTO,Samuel,"[0, 0]","This  micro SD is very fast, I use it in a Samsung Galaxy Note II and I don't have any problem regarding low speed.",5,Great memory for a low price,1371513600,6/18/2013,538,0,0
A34RASCC73ATW3,B007WTAJTO,Samuel McConnell,"[2, 2]","Using this as mass storage for my Lenovo Thinkpad Tablet 2. Have not done actual benchmarks, but I don't notice a difference between this and the on-board flash memory. I have my My Documents folder redirected to this card, and I have also installed several programs to it. All seem to operate acceptably.",5,Good for mass storage,1365120000,5/4/2013,583,2,2
A1LFM1R6688A0D,B007WTAJTO,Samus Aran,"[0, 0]","This works great and is just what I needed for my phone to hold my 30GB (and growing) music collection. Now I don't have to connect to the web to get my music, woohoo! It was an awesome price too. Took a little long to get here, but it Finally did. I admit I chose free ship, but ten days is still a quite a bit for this tiny thing.",5,Everything a gal could want in her phone memory,1386892800,12/13/2013,360,0,0
A3HE7R6W5B4XKX,B007WTAJTO,"San-Alva ""Always go with the best- investigat...","[0, 0]","Got it for my new Galaxy S3 and it works like a charm. Super fast speed of transfer. Very much recommend it. Not much else to say really... except store it securely! D: You don't want to lose such a tiny thing. Comes with an SD adapter, but no case, like the SanDisk Extreme 16 GB SDHC Class 10 UHS-1 Card I got, hence the four stars.",4,Works great!,1363132800,3/13/2013,635,0,0
A1LSFG5FJB9TQ9,B007WTAJTO,"Sandal ""&#34;MFB&#34;""","[0, 0]","I think I got 8 or 9 months out of this before it started to fail. It is still working intermittently but my phone will suddenly stop being able to read it for no apparent reason. &#34;Designed for durability&#34; my foot. It might survive in salt water but it didn't survive in a phone that, frankly, doesn't get a whole lot of use. This is the first Sandisk product I've ever had fail on me. It may still be under warranty but I don't care. Now that I have to replace it I'm going to go with another brand.",2,Great while it lasted...,1397520000,4/15/2014,237,0,0
A2PTIKVWVDB3LV,B007WTAJTO,"sandawana56 ""sandawana56""","[0, 1]","This review is for the SanDisk Ultra 32 GB MicroSDHC Class 10 UHS-1 Memory Card with Adapter (SDSDQU-032G-AFFP-A) that was purchased for me from Amazon.FRUSTRATING in a word. This card was reported by two different Android phones as damaged but my Windows computer recognized it with no issues. If the card had nothing on it or had just been reformatted then the phones recognized it but as soon as data, music or pictures were added then the phones reported the card as damaged. I had this card returned to Amazon after 3 days of sheer frustration.I read another review that suggested the Class 10 cards were not ideal for smart phones. I was already using a Sandisk Class 4 16GB card in another phone and had never had issues so I purchased a Class 4 Sandisk 32GB and it was as smooth as butter. Both phones recognized the card right away and added data, music and pictures seamlessly and quickly. The second card purchased was the SanDisk microSDHC 32GB Flash Memory Card, Black, SDSDQM-032G-B35 (Retail Packaging).In summary this card may work just fine for other devices but based on the sheer number of other reviewers (here on Amazon and elsewhere on the internet) that had similar issues with smartphones I cannot recommend this card for a smartphone.",1,Class 10 NOT recommended for Smart Phones,1354924800,8/12/2012,848,0,1
AZ94NNCXUE50Q,B007WTAJTO,S. Andersom,"[0, 0]",This is what I needed for my tablet and it works great. I will buy two the next time. thank you .,5,sd card,1357171200,3/1/2013,647,0,0
A2DF1VXTU8WQRP,B007WTAJTO,Sandra Cruz,"[1, 2]",There is nothing really to say except that I love having this much storage and not having to worry about running out.,5,Great,1403222400,6/20/2014,171,1,2
A1SCUC0LIJSZR1,B007WTAJTO,Sandra L. Hasaan,"[0, 0]","I finally have enough room for everything.  I formatted my 64gb Sandisk micro SD card using EaseUS Partition Master 9.2.1 Home Edition.  I used the FAT32 format.  My T-Mobile Prism phone read the card giving me 59.47 gb free.  My Samsung Galaxy 2 7.0 tablet read it the same way.  I am very happy that any of my devices will read this card when I format it as FAT32.  There is enough room to hold my my entire CD collection (300 cds), my entire book collection (250+ books), and my entire collection of sermons (I lost count).  I still have 23gb left!!!  I am too happy.  Bottom line, folks, if my cheap android phone will read it, so will everything else.  Who needs cloud drives and streaming when you can take it with you!!!!  Thank God for Sandisk,  I am hoping someone comes up with 128gb soon. hahaha!",5,Sandisk 64gb Rocks!,1363046400,12/3/2013,370,0,0
A3T1GCI1WN6TQB,B007WTAJTO,"Sandwolf ""John R. &#34;Wolf&#34; Dodson""","[0, 0]","and the price is economical for the size it is, purchased this for my GO-Pro HD cam, works great adn the adapter allows me to instantly transfer the movies and pics to my computer.",5,works awesome,1376265600,12/8/2013,365,0,0
A2ZFFSJ0VM6KSJ,B007WTAJTO,"Sandy S ""Sandy S""","[0, 0]",I purchased this for my GoPro Hero 3+. It works just fine; I have not complaints. I would recommend this item.,5,SanDisk Ultra 64 GB microSDXC Class 10 UHS-1 Memory Card 30MB/s with...,1396742400,6/4/2014,187,0,0
A80Q1YGQGDZSI,B007WTAJTO,"Sanjay Nayar ""Sanjay Nayar""","[1, 1]","I was very excited to buy this card (64 gb) for my Samsung Galaxy Note 2 - The product arrived promptly and I was able to format it to EX Fat and use it right away in my smart phone. However, exactly 10 days later when I removed the card (after turning off the phone) and inserted it in my Desktop, I got an error saying that the card was corrupted and unreadable and that I needed to format it.Since I had already got a lot of data on it, including a lot of videos and images of our new-born twins, formatting was not a viable option.I tried to get the card working on my PC Desktop, Mac Air laptop and the Samsung Galaxy Note, but to no avail.  Finally I decided to format it. There too, I kept getting errors and that the computer was unable to format the card.  Finally I tried ""Full Format"" via my pc - got an error again and then right away ""Quick Format"" and that worked - so the card is back and working in my Note again, but now I wont trust it anymore - not after having lost so many irreplaceable images and videos.I am a professional photographer, and use memory cards all the time - this has been the worst of the lot !!",2,Very Unreliable Card. Lost data within 10 days of use...,1355097600,10/12/2012,787,1,1
A3LI06KZ3ZJQBY,B007WTAJTO,San Jose,"[0, 0]","Stores thousands of pictures, and it worked perfectly in my Lumix camera using an SD adaptor.  Recommend to anyone who wants a 32 GB micro SD card.",5,Did the trick in my Lumix camera,1380844800,4/10/2013,607,0,0
AWXNJ01KHLU3B,B007WTAJTO,Sannam,"[0, 0]",I love this Micro SD Card. I'm glad I bought it and I use it for my Samsung Galaxy Tab 3. I have never gotten any errors with it so far or failures.,5,Works great!,1378944000,12/9/2013,364,0,0
A2ZRZKG14FN4SG,B007WTAJTO,Santosh Nair,"[0, 0]","64 GB on a micro-SD card ... that itself was amazing to me and Sandisk has perfected the technology.No complains whatsoever, works great in my S4 ... have been clicking photos and videos ever since i put this in.It comes with an adapter, so you can plug it into your computer and download content easilyIts fast, even if it is almost full - unlike other cards i have used where it starts to get slow as disk space runs out ... not on this one, its fast. period.Few other reviews said it gets hot during operation, but honestly i did not notice anything .. not even getting warm.Also note that this is an SDXC card (different from SDHC), so please check if your device is compatible with it before buying it.",5,Fast with lot of capacity,1372204800,6/26/2013,530,0,0
A2MAIATP53P8I9,B007WTAJTO,Sarah Vanderwende,"[0, 0]",Got this for my phone and it works great so far. Transferred music and pictures super fast from my computer to the card. Needed more memory and this is perfect.,5,Good card,1386547200,9/12/2013,452,0,0
AOCIMJR5DXRX1,B007WTAJTO,Sarkis Aktavoukian,"[0, 0]","Purchased this for the GoPro Hero 3.I use the GoPro to record in-car footage at the track. this memory card fits a whole weekend event, which is about four hours of footage at 720p.",5,Great Price,1386460800,8/12/2013,483,0,0
A2ZNBWPKZL87N3,B007WTAJTO,Satish,"[0, 0]",This is one of the best. Bought it for my phone and works awesome. All the songs are now on this SD.,5,Amazing speed,1376006400,9/8/2013,456,0,0
A1CG5G98ONN9CH,B007WTAJTO,Sats,"[0, 0]","I would like to give 5, but only adapter is bad on this. with adapter data transfer rate is very slow. That's why i gave less rating.",4,Nice one,1392681600,2/18/2014,293,0,0
A3AN8VWIB0JL3V,B007WTAJTO,Satya,"[0, 0]",I have used this with Sony camcorder for more than a year now. It works well and copes with the high data volume of a camcorder video.,4,Works well,1371168000,6/14/2013,542,0,0
A16W6FT1094WGF,B007WTAJTO,"sauer ""D.S.""","[2, 2]","I love SanDisk, and I have used quite a few of their products, including an mp3 player, a couple of USB keys and even a micro SD card (class 4). I have never had any problems. After installing this card, however, I have seen it unmounting itself randomly to be detected again and automatically being mounted by my Galaxy S4 device. This happens several times a day, including when I am in the middle of watching a movie on the phone (this is the first week that I have had the card). This is unacceptable. Normally, I would have just asked for a replacement, but after doing some research online, I have found out that this seems to be a recurrent problem on many phone models and doesn't seem to be just ""a dud"", but a production issue. I have returned the card, and I am going to go with another brand instead.",1,Disappointed - Possible Production Problem,1370390400,5/6/2013,581,2,2
A1G2UNPJ8K6DHZ,B007WTAJTO,Saul Amador,"[2, 2]",Got it on sale for the Samsung Galaxy Note II and it works great! Also came with an adapter which i believe will let you use it on your Wii or 3DS.,4,Works great on the Galaxy Note II,1370476800,6/6/2013,550,2,2
A2X695AM08AIN1,B007WTAJTO,Saul Nathanson,"[0, 0]","Not much you can say about a memory card. It works or it doesn't.Popped this puppy into the phone, was instantly recognized and is functioning perfectly. Very good price.",5,It works,1355616000,12/16/2012,722,0,0
ASN50GDDPTV2X,B007WTAJTO,Saved by Jesus Christ,"[0, 0]","Had this item for a week or so now and it seems to be working fine. I haven't put it through any kind of stress or anything, just stuck it in my phone and let it do it's thing. So far, so good.",4,So far so good.,1357603200,8/1/2013,494,0,0
A1M6R6Z71HF3M0,B007WTAJTO,SawJtt2008,"[0, 0]","My hubby is now complete and very happy that he has ths for his Go Pro. Haven't tested it out yet, but we will soon.",5,Thank you,1357862400,11/1/2013,402,0,0
A3BVTNEMHPO5LI,B007WTAJTO,"Sayaben ""Ben""","[0, 0]","Worked great for about six months in my s4 and last week it started having device connectivity issues.  The phone keeps saying ad card removed, resetting the phone lets the memory card work for maybe 30 minutes.  Very frustrating.I have 30 gigs of media, I would appreciate scan disk resolving this issue with me and the product",2,6 months and my s4 is having problems,1391644800,6/2/2014,189,0,0
A18G913CY3JSA1,B007WTAJTO,Sayed Nasser,"[0, 0]",It failed after about one year of using on a samsung Galaxy s4. Now I contacted Sandisk for a potential replacement. I can't format it or do anythin wiith it.,1,After ONE+ of using.,1404777600,8/7/2014,123,0,0
A22GOZTFA02O2F,B007WTAJTO,"sb21 ""sb21""","[6, 6]","I used this for my Samsung Galaxy Tab 2 7.0 . Like the others are saying, it had to be formatted in Fat 32. You can put your apps on your SD card with an app called ""Link2SD"". You just have to partition the SD card in order to be able to use it. Whether you get this card or a smaller one, you need one period for the Tab 2 because you can't do much without a wifi connection if you just have the internal memory and you want to download a lot of apps.",5,Used for my Samsung Galaxy Tab 2 7.0,1347321600,11/9/2012,759,6,6
A2WLDEORTNRY0D,B007WTAJTO,"SBJ400 ""SBJ400""","[1, 2]","There are a number of MicroSD manufacturers out there that offer large capacity cards like this. They claim to be Class 10 but when tested, prove to be closer to Class 6 cards in performance. This SanDisk card performs at the Class 10 level.I use these cards in various devices that NEED Class 10 speeds, such as my Android phone because of the data transfers I do for work and for the games I keep on it.If your device does not need Class 10 (you are just using it for simple storage of basic files like docs or ebooks) then you could probably save some money by going with Class 6. If the prices are very close, then you might as well spend the extra money and get Class 10.This card came with a nice plastic storage case and a SD adapter. The only reason I gave this 4 stars is because I feel the prices should be a lot lower by now. Inventory is plentiful and these are not cutting edge tech any more.",4,True Class 10 performance,1354492800,3/12/2012,1001,1,2
AL1MG5Y9MGI8I,B007WTAJTO,S. Bodine,"[0, 0]","My only gripe is I wish it were a bit cheaper, but you never need something like this when it's on sale.",4,Works well in HTC One M8,1397952000,4/20/2014,232,0,0
AHFCU6XDM08GD,B007WTAJTO,S. Burton,"[1, 1]","I needed the extra memory in my Galaxy Tab and this filled the bill at the right price. I just wish you could load apps directly to this external memory card since the Tab is limited with 8gb for operating system, apps etc. This card is worth the cost.",5,Works great in my Galaxy Tab 2 7.0,1361577600,2/23/2013,653,1,1
A15U64VGUV6RBF,B007WTAJTO,S. Carlson,"[1, 1]","This was purchased to capture video with a GoPro Hero3, and so far it has performed splendidly. HD video takes up a ton of space, but this card will still hold quite a bit of it. Downloading is pretty quick and easy thanks to Class 10 speed.",5,Can't beat this price for 32GB,1364515200,3/29/2013,619,1,1
A25JTKTBCL6M1J,B007WTAJTO,S. Chari,"[0, 0]","Super fast, works great on my Samsung S4. Had to make a few config changes on the S4 but that's not the card's problem :)",5,works!,1382227200,10/20/2013,414,0,0
A348S2IOFBR2H9,B007WTAJTO,SchecterRocker,"[1, 1]","This card runs great on my AT&T Note II, but it took some work to get exFAT working. Stock ROM, rooted, custom kernel. I can't vouch for an unrooted, bone-stock device. However if you use custom kernels and want the benefits of exFAT, you have to find an exFAT-compatible kernel. I didn't realize this and thought the card was working, but after installing a compatible kernel, everything runs great.",5,Working on AT&T Note II - with Caveats,1370649600,8/6/2013,489,1,1
A3F64PK0D3MLRR,B007WTAJTO,SC,"[0, 0]","Works with my Nikon D3200 camera and also my HP laptop, but for some reason my friend's laptop (Dell) would refuse to recognize it/acknowledge its existence. Not sure if it was the card, the adapter, the computer, the port, or what. Card should work fine for anything, I think.",4,works w/ Nikon D3200 camera,1378684800,9/9/2013,455,0,0
A14JUW2A74ZFWV,B007WTAJTO,Schuyler j Hagglund,"[0, 0]","Works much Better than the 64GB version, at least in the GoPro Hero3 when shooting at higher frame rates. Sometimes the camera stops recording at high frame rates when recording to xFat",5,Better than 64GB,1366502400,4/21/2013,596,0,0
A156UC77S3FFTI,B007WTAJTO,SCK,"[0, 0]","At 32 GB, this holds plenty of music, movies, apps and files. At about 75 cents a gig, this is a great deal.",5,Best deal on micro SD,1392940800,2/21/2014,290,0,0
A3BZ54FLQFENNN,B007WTAJTO,scooter ray,"[0, 0]",No problems in my Note 2.  Slid what I wanted from the original 16 GB card on to this and couldn't even tell anything had changed. I mean that in a good way.,5,Stuck it in and never looked back!,1381190400,8/10/2013,485,0,0
A3JU42L262Q1R3,B007WTAJTO,Scott &#34;Sumerian&#34;,"[0, 0]","Have ordered a couple of these 16GB class 10 microSDHC UHS-1 cards and they've done well by me. High transfer speeds, nice adapter, and no problems so far. Works with android phones/tablets easily, windows and mac machines so far from my tests.",5,Great little card,1381449600,11/10/2013,393,0,0
A2JM0NR1CH0RZ2,B007WTAJTO,SCOTT A VIETH,"[0, 0]","I've used this memory card in a couple of different devices, and in both cases, it's performed quite well. It's an excellent mix between needing something that will be reliable and always work, and needing something that doesn't cost an arm and a leg. I've had far too many of the cheap no-name cards just stop working, and this one has never done that.",5,Might Mix Of Performance and Value,1399248000,5/5/2014,217,0,0
A1BLO9IOUFPHRV,B007WTAJTO,Scott Bishop,"[0, 0]",Purchased for my cell phone. No problems or complaints. This is my second purchase and so far so good. I have several SanDisk products and have yet to complain.,5,Nice price and works fine.,1396051200,3/29/2014,254,0,0
A3URIS1G20CGRK,B007WTAJTO,"Scott Cho ""SwooP""","[0, 0]",Did not do any tests but it works great in my Galaxy Note 2.  So far nothing wrong to report.  Recommended.,5,Excellent deal of $17.88 for the pricing and it works,1355961600,12/20/2012,718,0,0
A2DCZF2RN31FNK,B007WTAJTO,Scott DeVilbiss,"[0, 0]",SanDisk told me I needed to send this to them to format it. It will not recognize in any of my items.,2,Not good for SanDisk,1391644800,6/2/2014,189,0,0
A1GX0KSI3N6WG4,B007WTAJTO,SCotter,"[1, 2]","I read some reviews about the product being iffy, and mislabeled, but the one I got was just as advertised. My Samsung Note II recognized about 59.8 gigs, and the read/write speed is incredible. With the help of this, isyncr and rocket player, I have now permanently replaced my ipod classic. Couldn't be happier.",5,It is class 10!,1357344000,5/1/2013,586,1,2
A1B1FUA0CR7LGK,B007WTAJTO,Scott,"[0, 2]",I returned to order a 11.6 laptop so I could have full operations than having a Notebook. I am sure this is good quality as I have purchased San Disk numerous times.,1,Memory card,1399507200,8/5/2014,125,0,2
A1BI9F9BERW3K1,B007WTAJTO,Scott Kilbourn,"[0, 0]","Fortunately I got this as a lightning deal, so it wasn't that expensive.  I purchased it in October, but didn't start using it on my Samsung Galaxy S3 until January.  It was fine, until it wasn't.  It chose to die today.  Just a little more than four months after I started using it.  I checked my phone this morning and it told me that the SD card had been unmounted.  I did not think much of it.  But when I rebooted my phone and was still unable to find the card, I began to be concerned.  When I got home from work, I put a different card in, and it worked fine.  I tried to check the card on my computer, and it couldn't be seen.  So the problem is definitely a card.  Unfortunately, I lost most of the pictures I've taken since getting this phone.  I know that I probably should have backed them up, but I really didn't expect the card to fail so quickly.  Perhaps if I'd read all of the one start posts before buying, I would have.  Oh well, back to my 16GB Amazon Class 10 card until I can get a different one.I'm not even going to bother with a warranty claim.  I don't need another card that will fail after four months.",1,Avoid this.  Complete junk.,1365465600,9/4/2013,460,0,0
A2H0TSGZNZT7B8,B007WTAJTO,"Scott Sanchez ""Scott""","[0, 0]","I used this product with my Dell Venue 8 Pro.  After a couple months of use, it stopped letting me add new files or delete old ones.I tried reformatting and wiping the disk, but nothing worked.  Since the vast majority of the reviews appear to be positive, I assume I just got a bad one.",2,Mine conked out after a couple months,1402531200,12/6/2014,2,0,0
AGWXFQS7DC9RT,B007WTAJTO,Scubanut,"[0, 0]","It isn't as fast as the class10 I used before, and the file structure only allows 29.7G free to put data on.  I can see SOME loss, but I'm very displeased with losing over 2G of space!  That's a big waste percentage.",3,Just so-so,1393891200,4/3/2014,249,0,0
A38QKP56U86IAW,B007WTAJTO,S. Drake,"[0, 0]","I have 4 of these in use in different devices.  I have had no issues with any of these cards, they're all still working great.",4,working great,1400284800,5/17/2014,205,0,0
